,Algorithm,$R^2$
213,SKLearn SGDRegressor,0.9894724275765683
214,SKLearn SGDRegressor,0.9892588990393036
215,SKLearn SGDRegressor,0.9893297368013807
216,SKLearn SGDRegressor,0.9839367988773853
217,SKLearn SGDRegressor,0.9595965799532348
218,SKLearn SGDRegressor,0.9828490790418639
219,SKLearn SGDRegressor,0.986937703392931
220,SKLearn SGDRegressor,0.980065613597581
221,SKLearn SGDRegressor,0.9840653009666523
222,SKLearn SGDRegressor,0.9896563245003976
223,SKLearn SGDRegressor,0.9798342738333847
224,SKLearn SGDRegressor,0.9866244347065944
225,SKLearn SGDRegressor,0.9894578590452514
226,SKLearn SGDRegressor,0.9802049661038691
227,SKLearn SGDRegressor,0.9866259912335119
228,SKLearn SGDRegressor,0.9839367988773853
229,SKLearn SGDRegressor,0.9595965799532348
230,SKLearn SGDRegressor,0.9709402439188073
231,SKLearn SGDRegressor,0.986937703392931
232,SKLearn SGDRegressor,0.980065613597581
233,SKLearn SGDRegressor,0.9834454863216792
234,SKLearn SGDRegressor,0.9896563245003976
235,SKLearn SGDRegressor,0.9798342738333847
236,SKLearn SGDRegressor,0.9835595448031942
237,SKLearn SGDRegressor,0.9894578590452514
238,SKLearn SGDRegressor,0.9802049661038691
239,SKLearn SGDRegressor,0.9836134353946064
240,SKLearn SGDRegressor,0.9839367988773853
241,SKLearn SGDRegressor,0.9595965799532348
242,SKLearn SGDRegressor,0.9721567922519455
243,SKLearn SGDRegressor,0.986937703392931
244,SKLearn SGDRegressor,0.980065613597581
245,SKLearn SGDRegressor,0.9822037359523605
246,SKLearn SGDRegressor,0.9896563245003976
247,SKLearn SGDRegressor,0.9798342738333847
248,SKLearn SGDRegressor,0.9821314996654117
249,SKLearn SGDRegressor,0.9894578590452514
250,SKLearn SGDRegressor,0.9802049661038691
251,SKLearn SGDRegressor,0.9824249480522045
252,SKLearn SGDRegressor,0.9896244095328258
253,SKLearn SGDRegressor,0.9804051640755704
254,SKLearn SGDRegressor,0.986736237824261
255,SKLearn SGDRegressor,0.986937703392931
256,SKLearn SGDRegressor,0.980065613597581
257,SKLearn SGDRegressor,0.9840653009666523
258,SKLearn SGDRegressor,0.9893141271068193
259,SKLearn SGDRegressor,0.9797000228772204
260,SKLearn SGDRegressor,0.9863793653170541
261,SKLearn SGDRegressor,0.9895138745759994
262,SKLearn SGDRegressor,0.9800966943809188
263,SKLearn SGDRegressor,0.9865328831891823
264,SKLearn SGDRegressor,0.9896244095328258
265,SKLearn SGDRegressor,0.9804051640755704
266,SKLearn SGDRegressor,0.9839722639463876
267,SKLearn SGDRegressor,0.986937703392931
268,SKLearn SGDRegressor,0.980065613597581
269,SKLearn SGDRegressor,0.9834454863216792
270,SKLearn SGDRegressor,0.9893141271068193
271,SKLearn SGDRegressor,0.9797000228772204
272,SKLearn SGDRegressor,0.9833607638838794
273,SKLearn SGDRegressor,0.9895138745759994
274,SKLearn SGDRegressor,0.9800966943809188
275,SKLearn SGDRegressor,0.9836629089209892
276,SKLearn SGDRegressor,0.9896244095328258
277,SKLearn SGDRegressor,0.9804051640755704
278,SKLearn SGDRegressor,0.9826710633252297
279,SKLearn SGDRegressor,0.986937703392931
280,SKLearn SGDRegressor,0.980065613597581
281,SKLearn SGDRegressor,0.9822037359523605
282,SKLearn SGDRegressor,0.9893141271068193
283,SKLearn SGDRegressor,0.9797000228772204
284,SKLearn SGDRegressor,0.9820065662875404
285,SKLearn SGDRegressor,0.9895138745759994
286,SKLearn SGDRegressor,0.9800966943809188
287,SKLearn SGDRegressor,0.9823312788665666
288,SKLearn SGDRegressor,0.9893384404507808
289,SKLearn SGDRegressor,0.9796750992404213
290,SKLearn SGDRegressor,0.9862870986389247
291,SKLearn SGDRegressor,0.986937703392931
292,SKLearn SGDRegressor,0.980065613597581
293,SKLearn SGDRegressor,0.9840653009666523
294,SKLearn SGDRegressor,0.9865895278751335
295,SKLearn SGDRegressor,0.9763125396832522
296,SKLearn SGDRegressor,0.9827866510135136
297,SKLearn SGDRegressor,0.9893430945540042
298,SKLearn SGDRegressor,0.9796921714700375
299,SKLearn SGDRegressor,0.9863014241941496
300,SKLearn SGDRegressor,0.9893384404507808
301,SKLearn SGDRegressor,0.9796750992404213
302,SKLearn SGDRegressor,0.9832398366311736
303,SKLearn SGDRegressor,0.986937703392931
304,SKLearn SGDRegressor,0.980065613597581
305,SKLearn SGDRegressor,0.9834454863216792
306,SKLearn SGDRegressor,0.9865895278751335
307,SKLearn SGDRegressor,0.9763125396832522
308,SKLearn SGDRegressor,0.9798751773302585
309,SKLearn SGDRegressor,0.9893430945540042
310,SKLearn SGDRegressor,0.9796921714700375
311,SKLearn SGDRegressor,0.9832540628829151
312,SKLearn SGDRegressor,0.9893384404507808
313,SKLearn SGDRegressor,0.9796750992404213
314,SKLearn SGDRegressor,0.9818637705611553
315,SKLearn SGDRegressor,0.986937703392931
316,SKLearn SGDRegressor,0.980065613597581
317,SKLearn SGDRegressor,0.9822037359523605
318,SKLearn SGDRegressor,0.9865895278751335
319,SKLearn SGDRegressor,0.9763125396832522
320,SKLearn SGDRegressor,0.978483273854008
321,SKLearn SGDRegressor,0.9893430945540042
322,SKLearn SGDRegressor,0.9796921714700375
323,SKLearn SGDRegressor,0.9818799800451983
0,Batch Gradient Descent,0.9725201878495048
1,Batch Gradient Descent,0.9720102341432062
2,Batch Gradient Descent,0.9714122832406659
3,Batch Gradient Descent,0.9723974233089325
4,Batch Gradient Descent,0.9707112602094673
5,Batch Gradient Descent,0.9575580229170833
6,Batch Gradient Descent,0.9724588695641179
7,Batch Gradient Descent,0.9724281624159208
8,Batch Gradient Descent,0.9724158706062968
9,Batch Gradient Descent,0.9713645334830054
10,Batch Gradient Descent,0.9710379818442227
11,Batch Gradient Descent,0.9709066574382839
12,Batch Gradient Descent,0.9641262246611115
13,Batch Gradient Descent,0.9620068718434215
14,Batch Gradient Descent,0.9601545323758284
15,Batch Gradient Descent,0.8632418752981877
16,Batch Gradient Descent,0.8626575191305633
17,Batch Gradient Descent,0.862245345265945
18,Batch Gradient Descent,0.863118402119167
19,Batch Gradient Descent,0.8601969315153004
20,Batch Gradient Descent,0.8418165725180959
21,Batch Gradient Descent,0.8631801416026382
22,Batch Gradient Descent,0.8631492725833697
23,Batch Gradient Descent,0.8631369245709661
24,Batch Gradient Descent,0.8620378105586026
25,Batch Gradient Descent,0.8605055512074549
26,Batch Gradient Descent,0.860382119051265
27,Batch Gradient Descent,0.851568041697222
28,Batch Gradient Descent,0.8465963852833879
29,Batch Gradient Descent,0.8449330139097979
30,Batch Gradient Descent,0.37991424278481184
31,Batch Gradient Descent,0.37983118095141943
32,Batch Gradient Descent,0.37472654970615293
33,Batch Gradient Descent,0.379924256231738
34,Batch Gradient Descent,0.3799323434357179
35,Batch Gradient Descent,0.37376635454830864
36,Batch Gradient Descent,0.37991925035346
37,Batch Gradient Descent,0.3799217535038634
38,Batch Gradient Descent,0.37992275464571323
39,Batch Gradient Descent,0.37988211071313155
40,Batch Gradient Descent,0.37990731279472156
41,Batch Gradient Descent,0.3799173301114309
42,Batch Gradient Descent,0.3732296856285921
43,Batch Gradient Descent,0.37350410822507
44,Batch Gradient Descent,0.37361067239762324
0,Stochastic Gradient Descent,0.9737970829640318
1,Stochastic Gradient Descent,0.9740139716917403
2,Stochastic Gradient Descent,0.9705791055767733
3,Stochastic Gradient Descent,0.9738239551618614
4,Stochastic Gradient Descent,0.9740896025038939
5,Stochastic Gradient Descent,0.9580942465497089
6,Stochastic Gradient Descent,0.9738108447115122
7,Stochastic Gradient Descent,0.9738174831665971
8,Stochastic Gradient Descent,0.9738200919271073
9,Stochastic Gradient Descent,0.9740866305786382
10,Stochastic Gradient Descent,0.9740955688539673
11,Stochastic Gradient Descent,0.974094461587246
12,Stochastic Gradient Descent,0.9668879078216644
13,Stochastic Gradient Descent,0.9630728431851032
14,Stochastic Gradient Descent,0.961179923441142
15,Stochastic Gradient Descent,0.9771469571894047
16,Stochastic Gradient Descent,0.9771198414630942
17,Stochastic Gradient Descent,0.9833986090044528
18,Stochastic Gradient Descent,0.9770826206887252
19,Stochastic Gradient Descent,0.9810685032951791
20,Stochastic Gradient Descent,0.9687531586003528
21,Stochastic Gradient Descent,0.9771080564447102
22,Stochastic Gradient Descent,0.9770885098387859
23,Stochastic Gradient Descent,0.9770806732586514
24,Stochastic Gradient Descent,0.9817003574989602
25,Stochastic Gradient Descent,0.9812603781160799
26,Stochastic Gradient Descent,0.9811844805792355
27,Stochastic Gradient Descent,0.9765973345619965
28,Stochastic Gradient Descent,0.972667952426362
29,Stochastic Gradient Descent,0.9711769909428286
30,Stochastic Gradient Descent,0.9584314128105591
31,Stochastic Gradient Descent,0.958183926693818
32,Stochastic Gradient Descent,0.9580238262051036
33,Stochastic Gradient Descent,0.9582889643935927
34,Stochastic Gradient Descent,0.9604632196138134
35,Stochastic Gradient Descent,0.9428162421732427
36,Stochastic Gradient Descent,0.9583602230310577
37,Stochastic Gradient Descent,0.9583246034410875
38,Stochastic Gradient Descent,0.9583103501558664
39,Stochastic Gradient Descent,0.9611932337033828
40,Stochastic Gradient Descent,0.960829101976848
41,Stochastic Gradient Descent,0.9606829701920174
42,Stochastic Gradient Descent,0.9500896400538947
43,Stochastic Gradient Descent,0.9472827967490611
44,Stochastic Gradient Descent,0.945513253786236
0,Minibatch Gradient Descent,0.9755543314973203
1,Minibatch Gradient Descent,0.9755304101229765
2,Minibatch Gradient Descent,0.9748520976743716
3,Minibatch Gradient Descent,0.9754542086929167
4,Minibatch Gradient Descent,0.9768384488243156
5,Minibatch Gradient Descent,0.9638797977480366
6,Minibatch Gradient Descent,0.975504318748011
7,Minibatch Gradient Descent,0.9754792895593299
8,Minibatch Gradient Descent,0.9754692634108121
9,Minibatch Gradient Descent,0.9750129873359352
10,Minibatch Gradient Descent,0.9772905935861829
11,Minibatch Gradient Descent,0.977191251964476
12,Minibatch Gradient Descent,0.9719157227387581
13,Minibatch Gradient Descent,0.9679712397139484
14,Minibatch Gradient Descent,0.9662728985142979
15,Minibatch Gradient Descent,0.9160759775180729
16,Minibatch Gradient Descent,0.9192454721388333
17,Minibatch Gradient Descent,0.9159447774860217
18,Minibatch Gradient Descent,0.9165994119580747
19,Minibatch Gradient Descent,0.914821806053097
20,Minibatch Gradient Descent,0.8974547587453665
21,Minibatch Gradient Descent,0.9166736632340176
22,Minibatch Gradient Descent,0.916636540783108
23,Minibatch Gradient Descent,0.9166216900176252
24,Minibatch Gradient Descent,0.915576011908161
25,Minibatch Gradient Descent,0.9151982300561781
26,Minibatch Gradient Descent,0.9150477345797452
27,Minibatch Gradient Descent,0.9107113559577888
28,Minibatch Gradient Descent,0.9058502109003339
29,Minibatch Gradient Descent,0.9003937953209885
30,Minibatch Gradient Descent,0.5636817605651065
31,Minibatch Gradient Descent,0.562843523941211
32,Minibatch Gradient Descent,0.5580881035107341
33,Minibatch Gradient Descent,0.5636655396165408
34,Minibatch Gradient Descent,0.5632349491218277
35,Minibatch Gradient Descent,0.55112574086267
36,Minibatch Gradient Descent,0.5636736512364771
37,Minibatch Gradient Descent,0.563669595712831
38,Minibatch Gradient Descent,0.5636679733430221
39,Minibatch Gradient Descent,0.563316009339429
40,Minibatch Gradient Descent,0.5632755326739575
41,Minibatch Gradient Descent,0.563259306117256
42,Minibatch Gradient Descent,0.5527669969865008
43,Minibatch Gradient Descent,0.5521235316347954
44,Minibatch Gradient Descent,0.5519792292709141
45,Minibatch Gradient Descent,0.9725201878495048
46,Minibatch Gradient Descent,0.9720102341432062
47,Minibatch Gradient Descent,0.9714122832406659
48,Minibatch Gradient Descent,0.9723974233089325
49,Minibatch Gradient Descent,0.9707112602094673
50,Minibatch Gradient Descent,0.9575580229170833
51,Minibatch Gradient Descent,0.9724588695641179
52,Minibatch Gradient Descent,0.9724281624159208
53,Minibatch Gradient Descent,0.9724158706062968
54,Minibatch Gradient Descent,0.9713645334830054
55,Minibatch Gradient Descent,0.9710379818442227
56,Minibatch Gradient Descent,0.9709066574382839
57,Minibatch Gradient Descent,0.9641262246611115
58,Minibatch Gradient Descent,0.9620068718434215
59,Minibatch Gradient Descent,0.9601545323758284
60,Minibatch Gradient Descent,0.8632418752981877
61,Minibatch Gradient Descent,0.8626575191305633
62,Minibatch Gradient Descent,0.862245345265945
63,Minibatch Gradient Descent,0.863118402119167
64,Minibatch Gradient Descent,0.8601969315153004
65,Minibatch Gradient Descent,0.8418165725180959
66,Minibatch Gradient Descent,0.8631801416026382
67,Minibatch Gradient Descent,0.8631492725833697
68,Minibatch Gradient Descent,0.8631369245709661
69,Minibatch Gradient Descent,0.8620378105586026
70,Minibatch Gradient Descent,0.8605055512074549
71,Minibatch Gradient Descent,0.860382119051265
72,Minibatch Gradient Descent,0.851568041697222
73,Minibatch Gradient Descent,0.8465963852833879
74,Minibatch Gradient Descent,0.8449330139097979
75,Minibatch Gradient Descent,0.37991424278481184
76,Minibatch Gradient Descent,0.37983118095141943
77,Minibatch Gradient Descent,0.37472654970615293
78,Minibatch Gradient Descent,0.379924256231738
79,Minibatch Gradient Descent,0.3799323434357179
80,Minibatch Gradient Descent,0.37376635454830864
81,Minibatch Gradient Descent,0.37991925035346
82,Minibatch Gradient Descent,0.3799217535038634
83,Minibatch Gradient Descent,0.37992275464571323
84,Minibatch Gradient Descent,0.37988211071313155
85,Minibatch Gradient Descent,0.37990731279472156
86,Minibatch Gradient Descent,0.3799173301114309
87,Minibatch Gradient Descent,0.3732296856285921
88,Minibatch Gradient Descent,0.37350410822507
89,Minibatch Gradient Descent,0.37361067239762324
90,Minibatch Gradient Descent,0.9725201878495048
91,Minibatch Gradient Descent,0.9720102341432062
92,Minibatch Gradient Descent,0.9714122832406659
93,Minibatch Gradient Descent,0.9723974233089325
94,Minibatch Gradient Descent,0.9707112602094673
95,Minibatch Gradient Descent,0.9575580229170833
96,Minibatch Gradient Descent,0.9724588695641179
97,Minibatch Gradient Descent,0.9724281624159208
98,Minibatch Gradient Descent,0.9724158706062968
99,Minibatch Gradient Descent,0.9713645334830054
100,Minibatch Gradient Descent,0.9710379818442227
101,Minibatch Gradient Descent,0.9709066574382839
102,Minibatch Gradient Descent,0.9641262246611115
103,Minibatch Gradient Descent,0.9620068718434215
104,Minibatch Gradient Descent,0.9601545323758284
105,Minibatch Gradient Descent,0.8632418752981877
106,Minibatch Gradient Descent,0.8626575191305633
107,Minibatch Gradient Descent,0.862245345265945
108,Minibatch Gradient Descent,0.863118402119167
109,Minibatch Gradient Descent,0.8601969315153004
110,Minibatch Gradient Descent,0.8418165725180959
111,Minibatch Gradient Descent,0.8631801416026382
112,Minibatch Gradient Descent,0.8631492725833697
113,Minibatch Gradient Descent,0.8631369245709661
114,Minibatch Gradient Descent,0.8620378105586026
115,Minibatch Gradient Descent,0.8605055512074549
116,Minibatch Gradient Descent,0.860382119051265
117,Minibatch Gradient Descent,0.851568041697222
118,Minibatch Gradient Descent,0.8465963852833879
119,Minibatch Gradient Descent,0.8449330139097979
120,Minibatch Gradient Descent,0.37991424278481184
121,Minibatch Gradient Descent,0.37983118095141943
122,Minibatch Gradient Descent,0.37472654970615293
123,Minibatch Gradient Descent,0.379924256231738
124,Minibatch Gradient Descent,0.3799323434357179
125,Minibatch Gradient Descent,0.37376635454830864
126,Minibatch Gradient Descent,0.37991925035346
127,Minibatch Gradient Descent,0.3799217535038634
128,Minibatch Gradient Descent,0.37992275464571323
129,Minibatch Gradient Descent,0.37988211071313155
130,Minibatch Gradient Descent,0.37990731279472156
131,Minibatch Gradient Descent,0.3799173301114309
132,Minibatch Gradient Descent,0.3732296856285921
133,Minibatch Gradient Descent,0.37350410822507
134,Minibatch Gradient Descent,0.37361067239762324
